id,total_value,neighborhood,pclass,p13_date,sqft,bathrooms,bedrooms,allrooms,stories,units,zoning,construction,year_built,basement_sqft,lot_sqft,change_date,sales_date,recordation_date,zipcode
1400792,650742,Bayview,Dwelling,2011-05-01,1626,2.0,4,7,2,1,M1,D,1997,0,1500,05/01/2011,09/15/1990,09/15/1990,94124
777482,568310,Bayview,Dwelling,2011-05-04,1009,2.0,3,5,2,1,RH2,D,1990,0,2200,08/01/1999,03/02/1940,05/04/2011,94124
1273317,522244,Parkside,Dwelling,1999-08-01,1185,1.0,2,5,1,1,RH1,D,1926,0,3000,08/01/1999,,04/04/1960,94116
977294,236149,Outer Sunset,Dwelling,2002-02-01,1450,1.0,2,5,1,1,RH1,D,1940,0,3000,02/01/2002,,06/01/1983,94122
1381874,1200000,Parkside,Dwelling,2014-05-01,2300,3.0,3,8,1,1,RH1,D,1936,950,2375,05/01/2014,04/27/1970,04/27/1970,94116
932982,903828,Outer Sunset,Dwelling,1997-04-01,1500,1.0,2,5,1,1,RH1,D,1938,0,3250,04/01/1997,05/02/1920,10/03/1991,94122
1818026,121308,Outer Sunset,Dwelling,1999-03-01,2351,3.0,2,9,1,1,RH1,D,1900,373,2996,03/01/1999,,06/16/1980,94122
807814,781973,Outer Sunset,Dwelling,2012-05-18,2184,2.0,3,8,1,1,RH1,D,1931,636,2750,04/01/2005,05/18/2012,05/18/2012,94122
1131338,692928,South Beach,Condominium,2010-08-16,884,1.0,1,3,1,1,,D,2001,0,0,,08/16/2010,02/19/1931,94107
1004421,371172,Bayview,Dwelling,1998-06-01,1085,2.0,4,8,1,1,RH1,D,1923,898,2500,06/01/1998,07/29/1990,07/29/1990,94124
1553546,273174,Bayview,Dwelling,2010-09-20,2285,3.0,4,8,1,1,RH1,D,1988,0,1875,08/01/1999,03/03/1988,09/20/2010,94124
1861986,566729,Outer Sunset,Dwelling,1998-10-01,1763,3.0,3,8,1,1,RH2,D,1926,608,3000,10/01/1998,,11/07/1970,94122
490896,590000,Bayview,Dwelling,2006-12-01,1450,1.0,2,6,1,1,RH1,D,1939,0,2495,12/01/2006,05/26/1940,05/26/1940,94124
858336,1430800,South Beach,Condominium,2010-06-14,1369,2.0,3,6,1,1,M2,D,2000,0,0,12/01/2000,06/14/2010,06/14/2010,94107
1515312,619901,Outer Sunset,Dwelling,2013-06-01,1454,1.0,3,6,1,1,RH1,D,1952,340,2591,06/01/2013,11/01/2011,11/01/2011,94122
970988,605694,Parkside,Dwelling,2013-02-20,2446,3.0,3,9,1,1,RH1,D,1925,1146,2848,05/01/1999,03/23/1999,02/20/2013,94116
1674099,512816,Parkside,Dwelling,1999-06-01,1930,2.0,3,7,1,1,RH1,D,1939,580,3000,06/01/1999,12/31/1998,06/27/1980,94116
55643,530000,Bayview,Dwelling,2008-04-01,1335,2.0,3,7,1,1,RH1,D,1941,255,2286,04/01/2008,03/28/1980,03/28/1980,94124
243211,1650047,South Beach,Condominium,2014-05-01,1023,1.0,2,4,1,1,M1,A,1991,0,0,10/01/1996,07/25/1960,05/01/2014,94105
1471698,1102672,South Beach,Condominium,2010-07-26,1517,2.0,2,4,1,1,,D,2001,0,0,,07/26/2010,04/26/1970,94107
1251054,299577,Bayview,Dwelling,1998-06-01,1347,2.0,3,6,1,1,M1,D,1997,546,1600,06/01/1998,11/14/1997,11/14/1997,94124
1462252,781734,Outer Sunset,Dwelling,2015-04-01,1138,1.0,2,5,1,1,RH1,D,1940,0,2500,04/01/2015,,02/06/1981,94122
51917,389604,Bayview,Dwelling,2013-04-30,850,1.0,2,4,1,1,RH1,D,1943,0,2495,08/01/1999,09/30/1990,04/30/2013,94124
915007,590000,Bayview,Dwelling,1997-10-01,1451,4.0,7,10,2,1,RH2,D,1922,0,2500,10/01/1997,06/16/1940,06/16/1940,94124
1920391,661621,Parkside,Dwelling,1999-08-01,1269,1.0,2,5,1,1,RH1,D,1939,0,3000,08/01/1999,02/02/1921,02/02/1921,94116
1276856,1131404,South Beach,Condominium,1999-08-01,1665,2.0,3,5,1,1,M1,A,1991,0,0,08/01/1999,04/15/1993,04/15/1993,94105
802224,242975,Bayview,Dwelling,2014-06-30,1168,2.0,3,6,1,1,RH1,D,1954,0,2500,04/01/1999,06/30/2014,06/30/2014,94124
575524,710000,Bayview,Dwelling,2014-03-01,1626,3.0,4,7,2,1,M1,D,1996,0,1826,03/01/2014,12/27/2013,12/27/2013,94124
698669,268098,Outer Sunset,Dwelling,2010-11-01,2485,3.0,3,8,2,1,RH1,D,1928,0,3000,06/01/1998,,11/01/2010,94122
721584,67234,Parkside,Dwelling,1999-08-01,1200,1.0,2,5,1,1,RH1,D,1941,0,3000,08/01/1999,,07/12/1950,94116
1446066,379972,Outer Sunset,Dwelling,1997-05-01,2000,1.0,2,5,1,1,RH1,D,1941,650,3000,05/01/1997,10/01/1996,02/22/1920,94122
287729,549381,Outer Sunset,Dwelling,1997-03-01,1345,2.0,3,6,1,1,RH1,D,1941,270,3000,03/01/1997,10/08/1921,04/21/1990,94122
395671,916124,Parkside,Dwelling,2015-04-01,2165,2.0,2,7,1,1,RH1,D,1931,765,2495,04/01/2015,03/31/1980,03/31/1980,94116
1492931,665000,Parkside,Dwelling,2015-04-01,800,1.0,2,4,1,1,RH1,D,1942,0,3000,04/01/2015,05/12/1960,05/12/1960,94116
734492,374727,Outer Sunset,Dwelling,1999-08-01,1624,1.0,2,5,1,1,RH2,D,1923,0,3250,08/01/1999,03/28/1988,07/20/1970,94122
1941577,893926,Pacific Heights,Dwelling,1999-04-01,3595,4.0,4,10,1,1,RH2,D,1900,0,2495,04/01/1999,09/30/1998,09/30/1998,94115
833628,331095,Bayview,Dwelling,2014-12-01,1615,2.0,3,8,1,1,RH1,D,1936,553,2500,12/01/2014,02/12/2013,02/12/2013,94124
1639067,412261,Parkside,Dwelling,1999-08-01,1522,2.0,3,6,1,1,RH1,D,1931,272,2500,08/01/1999,01/12/1993,10/05/1950,94116
1416136,569971,Parkside,Dwelling,1999-10-01,2240,2.0,3,8,1,1,RH1,D,1928,750,3000,08/01/1999,10/01/1999,10/01/1999,94116
1065682,856566,South Beach,Condominium,2011-05-18,1139,2.0,2,5,1,1,M2,D,2000,0,0,12/01/2000,01/31/1930,05/18/2011,94107
1531026,439852,Bayview,Dwelling,2002-11-01,2004,2.0,3,6,2,1,RH2,D,1985,0,2196,11/01/2002,03/29/1920,03/29/1920,94124
757279,361525,Bayview,Dwelling,1999-07-15,995,1.0,2,5,1,1,RH1,D,1944,0,2500,06/01/1998,07/15/1999,07/01/1990,94124
340063,526580,Parkside,Dwelling,2000-03-01,1692,2.0,3,6,1,1,RH1,D,1931,192,2996,03/01/2000,11/12/1999,02/18/1971,94116
1494862,294339,Parkside,Dwelling,2012-12-21,1673,2.0,4,7,1,1,RH1,D,1945,442,2062.5,08/01/1999,,12/21/2012,94116
329167,703177,Outer Sunset,Dwelling,2013-04-01,1550,2.0,4,7,1,1,RH1,D,1950,450,3000,04/01/2013,08/10/2012,08/10/2012,94122
299679,300033,Bayview,Dwelling,1999-08-01,1500,3.0,3,5,2,1,RH1,D,1989,0,2900.4,08/01/1999,06/06/1990,10/04/1920,94124
1801593,380628,Parkside,Dwelling,1999-03-01,2065,2.0,3,9,1,1,RH1,D,1939,515,3000,03/01/1999,09/27/1996,09/27/1996,94116
397602,678064,Parkside,Dwelling,2014-01-28,1970,2.0,4,9,1,1,RH1,D,1925,0,2996,08/01/2006,01/28/2014,01/28/2014,94116
585952,259600,Bayview,Dwelling,1999-03-01,1776,2.0,3,7,2,1,RH2,D,1985,432,1469,03/01/1999,08/18/1998,08/06/1930,94124
911964,478974,Bayview,Dwelling,1997-10-01,2773,3.0,3,8,1,0,RH1,D,2004,1182,2500,10/01/1997,,08/10/1960,94124
1512873,466361,Parkside,Dwelling,2013-03-06,1881,2.0,4,8,1,1,RH1,D,1955,681,2996,05/01/1999,11/25/1998,03/06/2013,94116
261927,246733,Parkside,Dwelling,2014-02-06,1125,3.0,5,8,1,1,RH1,D,1939,0,3000,08/01/1999,,02/06/2014,94116
1487429,127048,Outer Sunset,Dwelling,1999-08-01,2128,2.0,4,7,1,1,RH1,D,1945,654,2495,08/01/1999,,02/27/1970,94122
734006,110955,Outer Sunset,Dwelling,1999-11-04,1461,2.0,2,8,1,1,RH1,D,1943,310,3000,04/01/1996,,11/04/1999,94122
1228252,487844,Parkside,Dwelling,1996-04-01,2908,3.0,3,11,2,1,RH1,D,1927,568,2772,04/01/1996,09/06/1995,02/02/1930,94116
1018716,372650,Outer Sunset,Dwelling,1996-11-01,1619,2.0,3,6,1,1,RH1,D,1942,278,2996,11/01/1996,05/10/1996,05/10/1996,94122
720158,330156,Bayview,Dwelling,1999-06-01,1521,2.0,3,6,2,1,RH2,D,1986,0,2632,06/01/1999,07/07/1989,07/17/1940,94124
1248744,740000,Bayview,Dwelling,2014-01-24,2670,2.0,7,12,1,1,RH1,D,1910,0,2500,09/01/2009,05/24/1960,01/24/2014,94124
483721,399072,Parkside,Dwelling,2013-02-19,1420,2.0,4,7,1,1,RH1,D,1943,500,2495,06/01/1995,01/16/1991,02/19/2013,94116
1001489,263443,Outer Sunset,Dwelling,1999-08-01,2404,2.0,3,8,1,1,RH1,D,1939,640,3000,08/01/1999,,09/18/1960,94122
83131,498312,Parkside,Dwelling,1999-08-01,2604,3.0,4,10,1,1,RH1,D,1931,1004,2996,08/01/1999,10/30/1992,02/09/1921,94116
1504639,312576,Bayview,Dwelling,2012-05-04,1394,2.0,3,6,1,1,M1,D,1998,546,1500,02/01/2000,05/05/1998,05/04/2012,94124
538747,410108,Outer Sunset,Dwelling,2014-08-05,2251,2.0,4,10,1,1,RH1,D,1936,721,2495,11/01/1994,10/28/1994,08/05/2014,94122
210614,1767982,Pacific Heights,Condominium,2010-09-07,1798,3.0,3,6,3,1,RM1,D,1925,0,0,09/01/1996,05/23/1980,09/07/2010,94123
764774,231712,Bayview,Dwelling,1997-08-01,2004,2.0,3,6,2,1,RH2,D,1984,0,2459,08/01/1997,,06/12/1990,94124
1025542,601718,South Beach,Condominium,2013-03-22,804,1.0,1,3,0,1,M1,A,1991,0,0,03/01/1999,03/22/2013,03/22/2013,94105
357116,648186,Bayview,Dwelling,2000-05-01,1626,2.0,4,7,2,1,M1,WOO,1999,0,1597,05/01/2000,08/21/1930,02/07/1991,94124
141902,835744,Parkside,Dwelling,2015-04-01,1650,3.0,4,8,1,1,RH1,D,1943,530,2996,04/01/2015,01/02/1941,01/02/1941,94116
1397429,403077,Bayview,Dwelling,2000-02-01,1626,2.0,4,7,2,1,M1,WOO,1999,0,1865,02/01/2000,04/20/1999,05/28/1980,94124
1128234,325499,Bayview,Dwelling,1997-10-01,1626,3.0,4,7,2,1,M1,D,1997,0,1500,10/01/1997,05/30/1997,05/30/1997,94124
924883,625958,Parkside,Dwelling,2010-08-27,1100,2.0,3,4,1,1,RH1,D,1942,300,2996,10/01/2006,08/27/2010,08/27/2010,94116
1635871,418447,Parkside,Dwelling,1999-03-01,1150,1.0,2,5,1,1,RH1,D,1926,0,2375,03/01/1999,12/31/1987,05/20/1930,94116
936826,275252,Parkside,Dwelling,1999-08-01,1400,1.0,2,5,1,1,RH1,D,1938,0,3000,08/01/1999,,01/30/1981,94116
1233676,616969,Outer Sunset,Dwelling,1999-08-01,1943,2.0,3,6,1,1,RH1,D,1943,40,2964,08/01/1999,06/01/1940,08/18/1960,94122
1307408,808682,Outer Sunset,Dwelling,2015-04-01,1509,2.0,3,7,1,1,RH1,D,1947,509,2495,04/01/2015,05/12/1960,05/12/1960,94122
1163843,433419,Bayview,Dwelling,2013-06-14,1500,2.0,3,6,1,1,RH1,D,1990,0,2500,03/01/1999,11/12/1999,06/14/2013,94124
19863,740000,Outer Sunset,Dwelling,2015-04-01,1176,1.0,2,5,1,1,RH1,D,1923,0,3000,04/01/2015,07/02/1940,07/02/1940,94122
488791,351310,Outer Sunset,Dwelling,2011-07-01,1036,1.0,2,4,1,1,RH1,D,1952,0,3000,08/01/1999,04/13/1988,07/01/2011,94122
479766,226449,Parkside,Dwelling,2014-06-12,1163,2.0,2,8,1,1,RH1,D,1908,255,3000,08/01/1999,,06/12/2014,94116
1345982,609305,Bayview,Dwelling,2011-04-15,1626,3.0,4,7,2,1,M1,D,1996,0,2500,10/01/1997,04/15/2011,04/15/2011,94124
1490287,398154,Parkside,Dwelling,2013-10-04,1175,1.0,2,5,1,1,RH1,D,1940,0,3000,03/01/1995,04/12/1988,10/04/2013,94116
415474,241499,Parkside,Dwelling,1999-08-01,1300,1.0,2,5,1,1,RH1,D,1926,0,3312,08/01/1999,,11/01/1950,94116
982628,402194,Bayview,Dwelling,2010-09-20,1664,2.0,4,7,2,1,M1,WOO,1999,0,3389,02/01/2000,03/23/1999,09/20/2010,94124
1354901,504792,South Beach,Condominium,2011-04-21,784,2.0,2,3,1,1,RC4,D,1991,0,0,01/01/1999,04/21/2011,04/21/2011,94105
845114,842809,Parkside,Dwelling,1999-08-01,1818,3.0,3,9,1,1,RH1,D,1911,628,3598,08/01/1999,03/14/1930,03/14/1930,94116
1498293,604762,Parkside,Dwelling,2010-07-01,1400,2.0,3,6,1,1,RH1,D,1949,0,3000,07/01/2010,06/29/2010,08/19/1940,94116
22437,72758,Parkside,Dwelling,1998-10-01,1400,2.0,2,5,1,1,RH1,D,1937,0,2247,10/01/1998,,03/07/1996,94116
261562,960000,Outer Sunset,Dwelling,2015-04-01,1680,2.0,3,6,1,1,RH1,D,1940,180,2996,04/01/2015,04/11/1950,04/11/1950,94122
1949983,303140,Outer Sunset,Dwelling,2012-12-07,2442,1.0,4,9,3,1,RH2,D,1905,0,2687.5,08/01/1999,,12/07/2012,94122
125516,975604,Parkside,Dwelling,1999-01-01,2121,2.0,2,9,1,1,RH1D,D,1925,766,3598,01/01/1999,08/19/1940,08/19/1940,94116
1012408,477504,Outer Sunset,Dwelling,2014-01-16,1112,1.0,2,5,1,1,RH1,D,1947,0,3000,08/01/1999,05/12/1989,01/16/2014,94122
1405328,455757,Outer Sunset,Dwelling,1999-04-01,2207,2.0,4,9,1,1,RH2,D,1923,777,2495,04/01/1999,12/15/1987,09/10/1940,94122
614538,352749,South Beach,Condominium,2014-05-30,544,1.0,1,2,1,1,RC4,D,1991,0,0,12/01/1994,05/30/2014,05/30/2014,94105
1817911,362424,Parkside,Dwelling,1999-08-01,2325,4.0,4,8,2,1,RH1,D,1929,0,3833,08/01/1999,,06/13/1930,94116
1151124,397146,South Beach,Condominium,2010-11-03,572,1.0,1,2,1,1,RC4,D,1991,0,0,04/01/1999,11/03/2010,11/03/2010,94105
564613,600499,Pacific Heights,Condominium,2014-08-08,3045,3.0,3,7,1,1,RH2,D,1913,0,0,02/01/1998,08/08/2014,08/08/2014,94123
313727,351546,Bayview,Dwelling,2012-12-24,962,2.0,2,5,1,1,RH1,D,1915,0,1537,07/01/2011,12/24/2012,12/24/2012,94124
765601,440531,Outer Sunset,Dwelling,1997-03-01,1886,2.0,2,8,1,1,RH1,D,1930,0,2247,03/01/1997,08/14/1996,08/14/1996,94122
982459,724371,Outer Sunset,Dwelling,2010-07-22,2004,2.0,2,6,1,1,RH2,D,1948,829,2996,08/01/1999,05/15/1990,07/22/2010,94122
506908,520000,South Beach,Condominium,2012-05-29,658,1.0,1,2,1,1,RC4,D,1991,0,0,03/01/1996,06/10/1950,05/29/2012,94105
1559336,615312,South Beach,Condominium,1996-03-01,784,2.0,2,3,1,1,RC4,D,1991,0,0,03/01/1996,05/04/1970,05/04/1970,94105
1087224,1728136,South Beach,Condominium,2000-12-01,1090,2.0,2,4,1,1,M2,D,2000,0,0,12/01/2000,02/02/1931,11/05/1941,94107
1937861,778338,Parkside,Dwelling,1999-04-29,4777,5.0,6,17,2,1,RH2,D,1941,1628,3000,09/01/1994,04/29/1999,07/29/1940,94116
249374,230851,Parkside,Dwelling,2014-06-19,1168,1.0,3,6,1,1,RH1,D,1928,0,1581.6,08/01/1999,,06/19/2014,94116
1870746,463155,South Beach,Condominium,1999-08-01,1287,2.0,2,4,1,1,M1,A,1991,0,0,08/01/1999,03/26/1993,03/26/1993,94105
1589411,322073,Outer Sunset,Dwelling,2014-08-08,2050,3.0,5,8,1,1,RH1,D,1944,625,3000,08/01/1999,,08/08/2014,94122
426231,245920,Outer Sunset,Dwelling,1999-08-01,1075,1.0,3,6,1,1,RH1,D,1925,0,3000,08/01/1999,,09/18/1920,94122
1504517,496678,Parkside,Dwelling,1994-12-01,1050,2.0,2,6,1,1,RH1,D,1942,532,1498,12/01/1994,,08/12/1980,94116
700028,729000,Outer Sunset,Dwelling,2014-04-01,1145,2.0,3,5,1,1,RH1,D,1941,210,2996,04/01/2014,10/03/2013,10/03/2013,94122
854573,86781,Parkside,Dwelling,2014-05-13,1538,2.0,3,6,1,1,RH1,D,1940,238,2060,08/01/1999,,05/13/2014,94116
408653,547694,Outer Sunset,Dwelling,1999-02-18,2458,3.0,5,10,1,1,RH1,D,1941,958,2060,05/01/1997,02/18/1999,05/06/1930,94122
889866,84955,Parkside,Dwelling,1999-07-01,4356,5.0,5,10,2,1,RH1,D,1998,934,4200,07/01/1999,09/19/1997,05/19/1990,94116
1873483,173794,Outer Sunset,Dwelling,1999-08-01,1576,2.0,3,7,1,1,RH1,D,1939,426,2996,08/01/1999,,09/25/1920,94122
1108231,383646,Parkside,Dwelling,1997-08-01,1150,1.0,2,5,1,1,RH1,D,1938,0,2062.5,08/01/1997,09/14/1995,03/17/1960,94116
453008,137087,Parkside,Dwelling,1999-08-01,1225,2.0,2,5,1,1,RH1,D,1926,0,2374,08/01/1999,,02/26/1992,94116
296339,343042,Outer Sunset,Dwelling,1998-09-01,1464,2.0,2,7,1,1,RH1,D,1938,170,1873,09/01/1998,12/28/1995,03/31/1930,94122
1728143,1833284,Pacific Heights,Condominium,2013-03-18,2264,2.0,3,6,1,1,RM3,D,1908,0,0,05/01/1999,03/18/2013,03/18/2013,94123
554058,775978,Parkside,Dwelling,2008-12-01,1100,2.0,3,6,1,1,RH1,D,1943,300,2062.5,12/01/2008,08/25/1960,08/25/1960,94116
1839701,406142,Parkside,Dwelling,1998-09-01,1583,2.0,2,6,0,1,RH1,D,1927,400,3600,09/01/1998,01/27/1997,01/27/1997,94116
11194,249908,Bayview,Dwelling,2013-04-01,2234,5.0,5,10,1,1,RH2,D,1925,886,2500,04/01/2013,02/24/2012,02/24/2012,94124
1082126,773494,Outer Sunset,Dwelling,2014-03-01,1766,1.0,3,7,1,1,RH2,D,1952,343,2500,03/01/2014,03/20/2013,03/20/2013,94122
1826172,396575,Parkside,Dwelling,1999-08-01,2145,2.0,3,8,1,1,RH1,D,1924,765,3125,08/01/1999,06/10/1993,06/10/1993,94116
1278302,548169,Parkside,Dwelling,2010-10-21,2000,3.0,3,7,1,1,RH1,D,1938,0,2996,04/01/1998,11/14/1997,10/21/2010,94116
1674393,538130,Bayview,Dwelling,2013-05-21,2523,3.0,4,7,1,1,RH1,D,1924,0,3497,07/01/2011,08/15/1980,05/21/2013,94124
529909,1808171,Pacific Heights,Condominium,2013-04-17,2053,3.0,4,8,2,1,RH2,D,1900,0,2896,04/01/1999,04/17/2013,04/17/2013,94115
624206,1147574,Pacific Heights,Dwelling,1996-02-01,1325,1.0,2,5,1,1,RH3,D,1900,0,1791.5,02/01/1996,08/17/1960,08/17/1960,94102
1943963,568631,South Beach,Condominium,1995-08-01,1507,3.0,2,5,0,1,M1,D,1994,0,0,08/01/1995,11/23/1994,11/23/1994,94105
1684247,573010,Bayview,Dwelling,2000-02-01,1394,2.0,3,7,1,1,M1,WOO,1999,541,2006,02/01/2000,08/22/1920,08/22/1920,94124
1754329,770184,Parkside,Dwelling,1999-08-01,2570,2.0,4,7,1,1,RH1,D,1932,916,2375,08/01/1999,05/16/1930,05/16/1930,94116
1315897,235029,Parkside,Dwelling,1999-06-01,1400,2.0,2,6,1,1,RH1,D,1936,0,3000,06/01/1999,,12/22/1998,94116
174438,456117,Outer Sunset,Dwelling,2013-09-24,2150,2.0,3,7,1,1,RH1,D,1936,625,2500,08/01/1999,09/28/1990,09/24/2013,94122
5539,413498,Parkside,Dwelling,1999-08-01,1075,1.0,2,5,1,1,RH1,D,1928,0,3000,08/01/1999,07/05/1920,02/05/1951,94116
1786112,520000,Bayview,Dwelling,1999-08-01,1275,1.0,2,5,1,1,RH1,D,1939,0,1875,08/01/1999,06/04/1940,06/04/1940,94124
110158,252159,Outer Sunset,Dwelling,1999-08-01,1440,1.0,2,5,1,1,RH1,D,1941,0,3000,08/01/1999,,05/23/1930,94122
403728,281625,Parkside,Dwelling,1999-08-01,1972,2.0,4,8,1,1,RH1,D,1926,772,3699.6,08/01/1999,,07/15/1983,94116
141211,169573,Parkside,Dwelling,1996-11-01,1000,2.0,2,5,1,1,RH1,D,1923,0,4500,11/01/1996,,06/18/1930,94116
1609748,190000,Outer Sunset,Dwelling,1999-08-01,787,1.0,1,4,1,1,RH1,D,1946,0,3000,08/01/1999,,11/02/1993,94122
1388139,274063,South Beach,Condominium,2014-05-22,795,1.0,1,2,1,1,RC4,D,1991,0,0,08/01/1999,05/22/2014,05/22/2014,94105
360142,364055,Bayview,Dwelling,2012-08-31,1626,3.0,4,7,2,1,M1,D,1998,0,1500,02/01/2000,04/24/1998,08/31/2012,94124
1386734,1083996,Parkside,Dwelling,1999-08-01,2918,5.0,5,13,1,1,RH2,D,1950,982,3598,08/01/1999,05/21/1920,05/21/1920,94116
1938524,293210,Bayview,Dwelling,1995-02-01,2048,2.0,3,6,1,1,M1,D,1990,560,2500,02/01/1995,11/23/1994,11/23/1994,94124
492706,853859,Outer Sunset,Dwelling,2013-10-01,2350,3.0,3,7,1,1,RH1,D,1941,860,3000,10/01/2013,05/29/2013,05/29/2013,94122
777038,323292,Outer Sunset,Dwelling,1999-08-01,1296,2.0,2,6,1,1,RH1,D,1945,396,2500,08/01/1999,,09/25/1992,94122
1168501,490598,Parkside,Dwelling,2010-08-03,1630,2.0,3,8,1,1,RH1,D,1948,330,2062.5,08/01/1999,03/12/1999,08/03/2010,94116
255791,802811,Parkside,Dwelling,2015-01-08,1665,4.0,4,8,1,1,RH1,D,1941,490,2996,08/01/1999,06/19/1990,01/08/2015,94116
579909,139952,Bayview,Dwelling,2005-07-01,2100,2.0,3,8,2,1,RH2,D,1926,0,2500,07/01/2005,,07/14/1930,94124
1855874,555290,Bayview,Dwelling,2003-04-01,1850,3.0,4,8,1,0,,WOO,2002,625,1875,04/01/2003,02/05/1921,02/05/1921,94124
1530739,734294,Outer Sunset,Dwelling,2012-01-04,975,1.0,2,4,1,1,RH2,D,1946,0,2736,08/01/1999,04/21/1990,01/04/2012,94122
787084,227521,Bayview,Dwelling,1996-09-01,1600,3.0,3,6,3,1,RH2,D,1995,0,987,09/01/1996,04/05/1996,04/05/1996,94124
887048,775632,Parkside,Dwelling,1999-08-01,2110,2.0,3,8,1,1,RH1,D,1938,0,2025,08/01/1999,01/06/1921,01/06/1921,94116
1084508,1141152,Parkside,Dwelling,2015-04-01,2290,3.0,5,9,2,1,RH1,D,1947,624,2996,04/01/2015,02/11/1971,09/23/2011,94116
668877,396116,Parkside,Dwelling,1995-04-01,1397,2.0,3,6,1,1,RH1,D,1934,272,2996,04/01/1995,02/24/1995,02/24/1995,94116
1734828,1350000,South Beach,Condominium,2000-12-01,1245,2.0,2,5,1,1,M2,D,2000,0,0,12/01/2000,08/31/1940,06/12/1990,94107
1649903,204594,South Beach,Condominium,1997-03-01,572,1.0,1,2,0,1,RC4,D,1991,0,0,03/01/1997,10/03/1996,10/03/1996,94105
193721,883994,Parkside,Dwelling,2013-07-12,2316,3.0,4,9,1,1,RH1,D,1940,0,3000,04/01/2013,09/04/2012,07/12/2013,94116
1045702,624433,Parkside,Dwelling,2014-12-09,1575,1.0,2,5,1,1,RH1,D,1916,0,3600,12/01/1996,12/09/2014,12/09/2014,94116
1406619,472354,Outer Sunset,Dwelling,2013-07-02,720,1.0,2,4,1,1,RH2,D,1920,0,2500,04/01/2013,03/28/2012,07/02/2013,94122
516211,1332020,Parkside,Dwelling,2014-03-01,2625,3.0,4,10,1,1,RH1,D,1925,685,2937.5,03/01/2014,04/05/2013,04/05/2013,94116
301244,719078,Parkside,Dwelling,2014-05-27,1225,1.0,2,5,1,1,RH2,D,1927,0,2500,08/01/1999,01/06/1931,05/27/2014,94116
1539266,765884,Outer Sunset,Dwelling,2015-04-01,1609,2.0,3,8,1,1,RH1,D,1948,597,2996,04/01/2015,07/07/1960,07/07/1960,94122
115317,253964,Parkside,Dwelling,1998-10-01,1930,2.0,4,8,1,1,RH1,D,1926,630,2500,10/01/1998,,02/04/1940,94116
527357,392176,Parkside,Dwelling,1998-10-01,1650,2.0,3,7,1,1,RH1,D,1946,500,2996,10/01/1998,11/28/1995,09/04/1920,94116
704738,249350,Outer Sunset,Dwelling,1998-09-01,1617,2.0,2,7,1,1,RH2,D,1929,507,3000,09/01/1998,,02/29/1980,94122
480609,189604,Outer Sunset,Dwelling,2014-12-04,800,1.0,2,4,1,1,RH1,D,1943,0,3000,11/01/1994,12/04/2014,12/04/2014,94122
1086548,665481,Parkside,Dwelling,2015-04-01,800,1.0,2,4,1,1,RH1,D,1942,0,3000,04/01/2015,,04/26/2012,94116
1441666,397966,Bayview,Dwelling,1999-08-01,1025,1.0,2,5,1,1,RH2,D,1900,0,2495,08/01/1999,08/09/1940,08/31/1940,94124
371036,1500358,South Beach,Condominium,2010-07-13,1387,2.0,2,4,1,1,,D,2001,0,0,,07/13/2010,07/13/2010,94107
903227,252669,Parkside,Dwelling,1994-09-01,1020,1.0,2,5,1,1,RH1,D,1924,0,3000,09/01/1994,,03/15/1994,94116
1052697,285894,Noe Valley,Condominium,1999-08-01,1579,2.0,3,6,0,1,RH3,D,1981,0,0,08/01/1999,,01/31/1986,94110
135243,246843,Bayview,Dwelling,2010-04-17,1776,2.0,3,7,2,1,RH2,D,1984,432,1380,08/01/1999,,04/17/2010,94124
1504163,765000,Outer Sunset,Dwelling,2015-04-01,1176,2.0,3,5,1,1,RH1,D,1940,196,1746,04/01/2015,02/01/1951,09/14/2010,94122
250408,628118,Parkside,Dwelling,2013-07-19,1365,1.0,2,5,1,1,RH1,D,1940,0,2308,08/01/1999,06/23/2011,07/19/2013,94116
1942592,539735,Outer Sunset,Dwelling,1999-08-01,1814,2.0,3,8,1,1,RH1,D,1927,614,3000,08/01/1999,05/28/1999,05/28/1999,94122
1514262,472584,South Beach,Condominium,2011-10-11,844,1.0,1,3,1,1,M1,A,1991,0,0,08/01/1999,05/07/1930,10/11/2011,94105
34754,74209,Parkside,Dwelling,1999-08-01,1563,1.0,3,6,1,1,RH1,D,1938,238,3000,08/01/1999,,06/17/1980,94116
1673676,360354,Outer Sunset,Dwelling,2014-06-01,1250,1.0,2,5,1,1,RH1,D,1938,0,3000,06/01/2014,02/28/2014,02/28/2014,94122
178887,435689,Parkside,Dwelling,1999-01-01,1617,2.0,2,6,1,1,RH1,D,1940,317,2996,01/01/1999,03/28/1991,03/28/1991,94116
1501856,255134,Parkside,Dwelling,2013-10-09,1600,2.0,2,7,1,1,RH1,D,1940,400,2979,08/01/1999,,10/09/2013,94116
631134,1003360,Pacific Heights,Condominium,2014-06-20,2557,3.0,3,7,2,1,RH1,D,1911,0,0,03/01/1997,06/20/2014,06/20/2014,94115
1827459,493124,Parkside,Dwelling,2013-07-09,1656,2.0,3,7,1,1,RH1,D,1940,506,1864,09/01/1995,10/15/1999,07/09/2013,94116
1574271,307388,Bayview,Dwelling,2013-04-01,1600,3.0,3,6,3,1,RH2,D,1995,0,903,04/01/2013,02/17/2012,02/17/2012,94124
